gauge_id,station_type,daily_flow_period_start,daily_flow_period_end,daily_flow_perc_complete,hourly_flow_period_start,hourly_flow_period_end,hourly_flow_perc_complete,bankfull_flow,structurefull_flow,max_gauging_flow_date,max_gauging_flow,max_daily_flow,daily_flow_extrap_dur,max_hourly_flow,hourly_flow_extrap_dur,q5_uncert_upper,q5_uncert_lower,q25_uncert_upper,q25_uncert_lower,q50_uncert_upper,q50_uncert_lower,q75_uncert_upper,q75_uncert_lower,q95_uncert_upper,q95_uncert_lower,q99_uncert_upper,q99_uncert_lower,quncert_meta
28060,FVVA,1972-03-01,2022-09-30,91.89,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,NaN,NaN,20-Dec-2012 13:58:43,7.60,4.25,0.00,4.73,0.00,23.58,-21.93,18.42,-18.39,16.66,-15.47,13.97,-14.84,14.82,-12.99,21.63,-21.85,Calculated discharge uncertainties
28066,FVVA,1973-11-01,2022-09-30,94.07,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
28067,FV IV,1973-05-01,2022-09-30,95.04,1990-10-01 09:00:00,2022-10-01 08:00:00,99.99,NaN,NaN,08-Feb-1990 12:00:00,109.00,257.40,0.74,277.64,0.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
28072,FV,1974-12-11,2022-09-30,91.93,1990-10-01 09:00:00,2022-10-01 08:00:00,74.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.94,-17.81,17.12,-16.77,18.38,-18.91,12.71,-12.52,12.33,-12.03,7.46,-7.17,Calculated discharge uncertainties
28074,US,1978-12-01,2022-09-30,70.84,1991-03-01 09:00:00,2022-10-01 08:00:00,98.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.73,-21.57,22.88,-22.09,20.29,-20.39,22.52,-22.56,11.23,-11.18,9.23,-9.14,Calculated discharge uncertainties
28080,MIS,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,80.00,NaN,06-Nov-2000 12:06:00,192.35,174.00,0.00,214.05,0.01,NaN,NaN,16.66,-19.61,17.81,-20.02,9.55,-9.78,15.63,-15.76,19.32,-18.97,Calculated discharge uncertainties
28081,US,1991-02-01,2022-09-30,60.89,1991-02-01 09:00:00,2022-10-01 08:00:00,82.89,NaN,NaN,14-Jul-1982 13:40:00,44.90,39.50,0.00,79.69,0.02,NaN,NaN,41.30,-41.41,93.88,-89.17,72.49,-72.08,49.29,-49.14,31.65,-31.59,Calculated discharge uncertainties
28082,XC,1971-08-01,2022-09-30,98.40,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,5.50,NaN,03-Jan-2024 09:27:05,56.57,21.60,0.00,26.01,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,No stage-discharge measurements available
28085,US,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,92.00,NaN,21-Oct-2023 08:38:03,297.69,244.30,0.00,302.30,0.00,22.50,-21.96,15.53,-14.79,13.59,-13.59,13.04,-12.90,11.77,-11.72,10.88,-10.57,Calculated discharge uncertainties
28091,IV,1984-05-15,2022-09-30,73.33,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,NaN,NaN,08-Nov-2019 11:58:17,37.20,33.76,0.00,37.75,0.00,32.65,-31.60,38.70,-32.54,36.60,-36.59,51.54,-51.66,55.63,-55.52,148.39,-76.50,Calculated discharge uncertainties
28093,US,1986-08-01,2022-09-30,69.01,1991-01-01 10:00:00,2022-10-01 08:00:00,99.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
28115,FV,1992-05-01,2022-09-30,58.37,1992-05-01 09:00:00,2022-10-01 08:00:00,95.05,NaN,NaN,07-Jun-1999 11:15:00,1.45,6.85,3.31,17.73,3.82,19.75,-18.36,23.42,-24.01,15.63,-14.96,18.79,-18.60,8.82,-8.71,NaN,NaN,Calculated discharge uncertainties
28116,US,1997-01-01,2022-09-30,49.44,1992-09-29 08:00:00,2022-10-01 08:00:00,93.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
28117,FV,1997-01-01,2022-09-30,49.51,1992-10-01 09:00:00,2022-10-01 08:00:00,93.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.31,-13.28,10.67,-10.77,9.70,-9.71,12.95,-12.95,9.03,-8.86,Calculated discharge uncertainties
29002,C B,1970-10-01,2022-09-30,99.72,1990-10-01 09:00:00,2022-10-01 08:00:00,99.47,12.80,1.00,13-Apr-1970 00:08:00,4.07,6.51,0.06,7.00,0.07,33.48,-33.18,19.22,-19.82,15.91,-16.08,12.99,-13.59,17.11,-17.15,11.03,-11.13,Calculated discharge uncertainties
29003,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,NaN,20.00,06-Nov-2000 08:46:00,3.05,5.64,0.05,14.14,0.10,27.01,-26.59,30.46,-29.17,21.93,-21.87,22.84,-23.67,17.31,-17.74,11.36,-11.60,Calculated discharge uncertainties
29005,C,1970-10-01,2022-09-30,99.96,1990-10-01 09:00:00,2022-10-01 08:00:00,99.59,NaN,18.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
29009,FV,1974-03-07,2022-09-30,91.40,1990-10-01 09:00:00,2022-10-01 08:00:00,96.37,NaN,NaN,19-Feb-2024 09:35:28,1.03,6.85,0.88,9.33,0.84,NaN,NaN,52.33,-51.05,29.60,-28.71,17.55,-17.34,10.58,-9.94,NaN,NaN,Calculated discharge uncertainties
30001,B,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.74,NaN,43.00,10-Dec-1965 00:00:00,21.79,31.60,0.05,32.35,0.08,23.77,-23.58,23.13,-22.97,23.74,-23.69,24.62,-24.38,11.01,-10.59,NaN,NaN,Calculated discharge uncertainties
30004,C,1970-10-01,2022-09-30,99.82,1990-10-01 09:00:00,2022-10-01 08:00:00,99.73,NaN,NaN,06-Nov-2000 14:57:00,5.28,11.75,0.16,12.04,0.30,25.08,-24.58,21.67,-21.13,21.95,-21.72,19.41,-19.48,12.69,-12.50,7.93,-7.75,Calculated discharge uncertainties
30005,CB,1970-10-01,2022-09-30,99.78,1990-10-01 09:00:00,2022-10-01 08:00:00,99.73,NaN,NaN,06-Feb-2001 09:32:00,4.79,10.23,0.38,17.00,0.40,22.67,-22.67,19.52,-19.13,18.30,-18.25,28.19,-28.24,14.37,-13.69,9.76,-9.36,Calculated discharge uncertainties
30011,C VA,1971-08-01,2022-09-30,98.23,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,NaN,30.00,13-Oct-1993 13:05:00,5.29,9.59,0.04,11.63,0.05,29.43,-27.53,23.25,-23.16,17.58,-17.51,18.07,-17.53,20.20,-20.02,12.43,-11.74,Calculated discharge uncertainties
30012,CC,1970-12-01,2022-09-30,96.00,1990-10-01 09:00:00,2022-10-01 08:00:00,97.08,NaN,9.20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64.89,-60.23,29.09,-28.97,20.87,-20.78,20.43,-20.43,12.28,-11.16,Calculated discharge uncertainties
30014,C,1972-05-01,2022-09-30,96.96,1990-10-01 09:00:00,2022-10-01 08:00:00,99.67,NaN,5.70,28-Jun-1973 00:00:00,1.54,9.00,0.17,5.63,0.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
30015,TP,1976-05-01,2022-09-30,89.25,1990-10-01 09:00:00,2022-10-01 08:00:00,99.69,NaN,6.30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
3003,VA,1977-11-01,2022-09-30,86.37,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,582.80,NaN,29-Jan-1982 12:00:00,447.40,404.90,0.00,630.42,0.01,22.23,-20.92,16.78,-16.83,15.69,-15.77,8.02,-8.75,9.02,-8.76,NaN,NaN,Calculated discharge uncertainties
31002,FVUS+FL,1970-10-01,2022-09-30,97.63,,,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90.71,-79.37,30.49,-28.96,25.02,-23.68,14.10,-13.20,9.16,-8.37,NaN,NaN,Calculated discharge uncertainties
31006,C,1970-10-01,2022-09-30,99.64,1990-10-01 09:00:00,2022-10-01 08:00:00,98.96,NaN,24.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.16,-25.97,17.79,-18.11,12.56,-12.29,NaN,NaN,NaN,NaN,Calculated discharge uncertainties
31010,CC,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.92,NaN,19.20,06-Jan-2014 13:49:41,3.66,12.70,0.97,19.04,1.08,47.72,-31.00,22.38,-22.92,21.63,-19.06,15.80,-16.31,8.81,-8.26,NaN,NaN,Calculated discharge uncertainties
31021,C VA,1970-10-01,2022-09-30,99.45,1990-10-01 09:00:00,2022-10-01 08:00:00,98.82,22.10,4.90,NaN,NaN,NaN,NaN,NaN,NaN,78.64,-78.98,46.01,-45.91,22.89,-22.86,11.35,-10.38,10.87,-11.14,7.56,-7.55,Calculated discharge uncertainties
31023,FV,1972-02-01,2022-09-30,95.10,1990-10-01 09:00:00,2022-10-01 08:00:00,95.78,NaN,10.70,14-Jan-1993 09:41:00,0.11,1.34,4.33,5.40,3.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
31025,FV,1978-09-01,2022-09-30,84.77,1990-10-01 09:00:00,2022-10-01 08:00:00,99.41,NaN,16.10,23-Nov-1992 11:57:00,0.55,6.68,7.94,16.68,6.72,58.02,-50.12,32.98,-28.49,23.31,-24.89,39.81,-42.76,NaN,NaN,NaN,NaN,Calculated discharge uncertainties
32003,FV,1970-10-01,2022-09-30,99.22,1990-10-01 09:00:00,2022-10-01 08:00:00,98.14,NaN,15.20,22-Feb-2024 12:30:52,3.60,31.30,1.23,54.54,1.36,NaN,NaN,27.15,-22.36,17.63,-15.78,13.35,-14.20,10.92,-13.55,NaN,NaN,Calculated discharge uncertainties
32004,FV,1970-10-01,2022-09-30,96.63,1990-10-01 09:00:00,2022-10-01 08:00:00,94.89,NaN,26.00,09-Dec-1992 10:33:00,4.29,35.90,6.00,53.03,6.37,25.62,-25.82,20.86,-21.29,16.93,-15.79,12.49,-11.79,NaN,NaN,NaN,NaN,Calculated discharge uncertainties
32006,FL+C,1970-10-01,2022-09-30,99.45,1990-10-01 09:00:00,2022-10-01 08:00:00,96.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.07,-15.01,12.66,-12.36,13.61,-13.41,NaN,NaN,NaN,NaN,NaN,NaN,Calculated discharge uncertainties
32008,C,1970-10-01,2022-09-30,99.86,1990-10-01 09:00:00,2022-10-01 08:00:00,99.54,NaN,10.00,05-Feb-2014 14:16:26,3.85,10.00,1.91,11.62,2.02,24.23,-27.33,24.13,-22.58,15.73,-15.99,27.45,-27.19,13.01,-10.22,NaN,NaN,Calculated discharge uncertainties
33006,FL+FL,1970-10-01,2022-09-30,100.00,1994-03-30 12:00:00,2022-10-01 08:00:00,87.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.24,-19.70,15.58,-14.64,17.80,-17.99,28.35,-30.09,NaN,NaN,NaN,NaN,Calculated discharge uncertainties
33007,FLCB,1970-10-01,2022-09-30,99.97,1990-10-01 09:00:00,2022-10-01 08:00:00,98.96,NaN,25.60,29-Dec-2017 10:15:00,4.74,7.00,0.07,6.03,0.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
33012,CB,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.96,49.00,16.00,16-Jan-2008 11:30:00,26.70,21.30,0.00,24.64,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
33013,TP,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.66,NaN,14.00,07-Feb-2001 12:17:30,9.03,7.66,0.00,7.61,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
33014,CB,1970-10-01,2022-09-30,99.74,1990-10-01 09:00:00,2022-10-01 08:00:00,98.08,NaN,25.00,09-Feb-2001 15:27:00,13.00,13.20,0.01,13.37,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
33018,CB,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,97.24,32.00,29.00,17-Oct-2007 12:21:13,18.10,32.72,0.05,54.20,0.15,30.57,-30.04,26.40,-26.36,13.03,-12.18,27.53,-24.15,35.49,-32.94,11.23,-10.66,Calculated discharge uncertainties
33019,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.53,NaN,14.50,08-Feb-2001 11:07:30,15.70,15.64,0.00,16.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
33020,MIS,1970-10-01,2022-09-30,91.77,1995-06-02 12:00:00,2022-10-01 08:00:00,85.41,42.50,11.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
33021,C,1970-10-01,2022-09-30,99.99,1990-10-01 09:00:00,2022-10-01 08:00:00,98.85,NaN,14.00,13-Nov-2000 11:37:00,7.58,20.70,0.91,13.41,1.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
33022,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.38,NaN,35.00,18-Mar-2013 12:06:50,21.36,30.90,0.21,34.38,0.33,NaN,NaN,22.99,-22.77,16.28,-15.64,17.78,-16.75,13.28,-13.04,9.04,-8.73,Calculated discharge uncertainties
33023,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.48,NaN,4.20,26-Jan-2001 09:15:00,1.12,5.54,2.70,8.64,2.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
33024,TP,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,98.42,NaN,8.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,No stage-discharge measurements available
33026,MIS,1972-01-01,2022-09-30,96.05,,,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
33028,FL,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.78,NaN,5.80,14-Jan-2021 12:25:00,7.73,23.70,0.15,32.90,0.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
33029,FL,1970-10-01,2022-09-30,99.96,1990-10-03 12:00:00,2022-10-01 08:00:00,99.07,NaN,NaN,15-Jan-2020 13:04:00,2.78,4.70,0.32,4.89,0.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
33031,FV,1970-11-18,2022-09-30,98.73,1990-10-01 09:00:00,2022-10-01 08:00:00,98.39,7.20,5.20,10-Nov-2008 15:35:00,3.38,18.10,1.25,24.97,1.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
33032,C+C,1970-10-01,2022-09-30,99.76,1990-10-01 09:00:00,2022-10-01 08:00:00,95.79,NaN,5.00,15-Feb-2021 10:08:39,0.76,1.09,0.55,0.95,0.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
33033,C,1973-04-01,2022-09-30,95.17,1990-10-01 09:00:00,2022-10-01 08:00:00,99.68,NaN,12.90,NaN,NaN,NaN,NaN,NaN,NaN,24.07,-26.23,19.80,-22.12,16.53,-16.86,10.85,-11.62,10.34,-9.93,10.67,-10.12,Calculated discharge uncertainties
33034,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,91.99,NaN,40.00,08-Feb-2001 09:50:00,28.18,33.08,0.02,36.07,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
33035,MIS,1970-10-01,2021-09-30,95.99,,,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,No stage-discharge measurements available
33039,FV,1972-10-23,2022-09-30,95.32,1990-10-01 09:00:00,2022-10-01 08:00:00,99.39,NaN,122.00,25-Jul-2007 10:14:22,77.00,175.30,0.65,245.83,0.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
33053,MIS,1970-10-01,2022-09-30,98.25,1991-01-06 09:00:00,2022-10-01 08:00:00,97.58,NaN,7.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
33054,FV,1976-07-13,2022-09-30,88.66,1990-10-01 09:00:00,2022-10-01 08:00:00,98.12,NaN,11.00,15-Feb-2021 12:03:25,1.63,3.19,0.27,3.60,0.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
33058,FV,1978-05-03,2022-09-30,85.41,1990-10-01 09:00:00,2022-10-01 08:00:00,95.72,NaN,96.00,13-Feb-2001 11:42:30,26.14,36.92,0.12,41.14,0.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
34002,FV,1970-10-01,2022-09-30,98.60,1990-10-01 09:00:00,2022-10-01 08:00:00,99.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.34,-16.29,12.38,-12.24,13.47,-12.70,13.41,-12.26,11.83,-9.45,37.41,-42.58,Calculated discharge uncertainties
34003,MIS,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.46,4.30,NaN,22-Oct-2021 00:00:00,3.35,11.80,1.20,11.14,1.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
34004,MIS,1970-10-01,2022-09-30,98.62,2003-04-01 00:00:00,2022-10-01 08:00:00,60.70,18.80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
34005,CFL,1970-10-01,2022-09-30,99.35,1990-10-01 09:00:00,2022-10-01 08:00:00,99.27,NaN,NaN,07-Nov-2000 11:47:00,4.03,8.84,0.09,10.81,0.10,NaN,NaN,18.43,-17.25,13.23,-12.79,12.07,-11.52,14.13,-13.33,9.54,-9.05,Calculated discharge uncertainties
34006,CC,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.33,23.00,NaN,09-Feb-2001 10:45:00,18.10,77.40,0.52,51.02,0.51,NaN,NaN,72.54,-39.80,70.53,-63.93,20.41,-19.59,27.21,-26.60,19.42,-18.82,Calculated discharge uncertainties
34007,CC,1970-10-01,2022-09-30,99.31,1990-10-01 09:00:00,2022-10-01 08:00:00,99.04,23.60,NaN,01-Mar-2010 13:30:00,12.18,27.00,0.33,39.08,0.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
34008,C,1970-10-01,2022-09-30,97.08,1992-10-14 16:00:00,2022-10-01 08:00:00,91.05,NaN,NaN,10-Mar-2016 11:19:00,0.81,2.60,0.48,1.86,0.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
34010,MIS,1970-10-01,2022-09-30,99.17,1990-10-04 11:00:00,2022-10-01 08:00:00,99.67,7.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.24,-27.02,13.99,-13.99,12.97,-13.12,16.99,-22.21,NaN,NaN,NaN,NaN,Calculated discharge uncertainties
34011,MIS,1970-10-01,2022-07-31,99.10,1990-10-01 09:00:00,2022-10-01 08:00:00,98.36,11.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
34012,CC,1970-10-01,2022-09-30,99.97,1990-10-01 09:00:00,2022-10-01 08:00:00,99.79,2.80,NaN,17-Feb-2021 15:27:00,1.33,1.50,0.13,1.78,0.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
35003,MIS,1970-10-01,2022-09-30,99.62,1990-10-01 09:00:00,2022-10-01 08:00:00,99.10,NaN,NaN,05-Feb-2001 11:43:00,6.33,25.40,0.48,38.48,0.58,NaN,NaN,18.94,-19.12,27.67,-25.50,35.61,-33.11,22.06,-20.06,17.68,-13.99,Calculated discharge uncertainties
35008,CC,1970-10-01,2022-09-30,99.38,1990-10-01 09:00:00,2022-10-01 08:00:00,98.44,32.20,NaN,03-May-2012 14:45:00,25.41,22.04,0.00,28.42,0.00,NaN,NaN,NaN,NaN,32.79,-32.06,24.91,-23.44,12.66,-12.60,11.99,-12.26,Calculated discharge uncertainties
36003,FL,1970-10-01,2022-09-30,99.96,1990-10-01 09:00:00,2022-10-01 08:00:00,99.02,11.00,12.00,09-Dec-1982 15:00:00,5.54,6.79,0.02,9.05,0.07,24.30,-24.44,23.45,-23.63,20.41,-19.68,12.35,-11.97,10.18,-10.35,11.10,-12.15,Calculated discharge uncertainties
36006,FL,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.44,40.00,40.00,20-Nov-1974 09:00:00,42.30,50.30,0.04,36.47,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
36009,EW,1970-10-01,2022-09-30,99.94,1990-10-01 09:00:00,2022-10-01 08:00:00,92.57,8.00,NaN,18-Nov-1974 00:00:00,4.13,6.35,0.06,8.72,0.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
36010,EW,1970-10-01,2022-09-30,99.87,1990-10-01 09:00:00,2022-10-01 08:00:00,98.98,6.00,6.00,13-Dec-2000 15:00:00,0.62,14.41,5.08,19.23,4.70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
36011,EW,1970-10-01,2022-09-30,99.65,1990-10-01 09:00:00,2022-10-01 08:00:00,98.63,5.70,7.00,02-Feb-1979 11:15:00,6.90,11.90,0.03,25.27,0.12,NaN,NaN,33.47,-32.02,28.22,-27.19,16.35,-15.45,11.11,-10.68,NaN,NaN,Calculated discharge uncertainties
36012,EW,1970-10-01,2022-09-30,99.92,1990-10-01 09:00:00,2022-10-01 08:00:00,91.71,10.00,10.00,01-Oct-1993 00:00:00,14.95,16.37,0.01,17.52,0.03,37.28,-39.51,19.27,-19.11,11.65,-12.04,11.02,-10.57,8.71,-8.31,NaN,NaN,Calculated discharge uncertainties
37001,EW,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.89,24.90,33.50,10-Dec-1982 14:15:00,38.71,59.60,0.02,74.51,0.02,NaN,NaN,16.56,-16.09,15.89,-16.48,10.74,-10.97,10.61,-10.49,8.91,-8.61,Calculated discharge uncertainties
37003,FL,1970-10-01,2022-09-30,99.98,1990-10-01 09:00:00,2022-10-01 08:00:00,97.34,8.00,11.50,31-Dec-1981 09:50:00,11.50,9.68,0.00,11.45,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
37005,FL,1970-10-01,2022-09-30,99.91,1990-10-01 09:00:00,2022-10-01 08:00:00,99.09,16.00,20.00,09-Feb-2001 11:10:00,22.60,30.27,0.01,31.45,0.01,NaN,NaN,NaN,NaN,18.49,-17.87,16.19,-16.17,18.80,-18.57,9.84,-9.55,Calculated discharge uncertainties
37008,EW,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,98.04,6.00,85.00,22-Nov-1974 00:00:00,32.35,29.30,0.00,43.17,0.01,74.97,-74.92,52.36,-52.02,37.62,-37.21,27.14,-27.05,15.45,-15.10,25.10,-24.39,Calculated discharge uncertainties
37009,EW,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.45,17.00,27.50,22-Nov-1974 14:10:00,8.43,15.10,0.04,25.20,0.06,23.34,-22.41,18.85,-18.71,13.29,-12.83,11.58,-11.35,24.57,-20.94,25.60,-24.48,Calculated discharge uncertainties
37010,FL,1970-10-01,2022-09-30,99.87,1990-10-01 09:00:00,2022-10-01 08:00:00,99.23,20.00,20.00,01-Mar-1969 00:00:00,20.00,46.10,0.05,54.31,0.43,21.30,-21.34,15.74,-15.28,14.43,-14.58,10.27,-9.94,12.61,-13.03,10.04,-10.05,Calculated discharge uncertainties
37011,FL,1970-10-01,2022-09-30,99.96,1990-10-01 09:00:00,2022-10-01 08:00:00,97.80,9.00,10.00,02-Feb-1979 11:25:00,10.70,14.50,0.02,30.62,0.05,NaN,NaN,28.21,-27.90,20.89,-19.54,66.67,-65.89,35.81,-34.82,16.84,-16.29,Calculated discharge uncertainties
