gauge_id,sand_perc,sand_perc_missing,silt_perc,silt_perc_missing,clay_perc,clay_perc_missing,organic_perc,organic_perc_missing,bulkdens,bulkdens_missing,bulkdens_5,bulkdens_50,bulkdens_95,tawc,tawc_missing,tawc_5,tawc_50,tawc_95,porosity_cosby,porosity_cosby_missing,porosity_cosby_5,porosity_cosby_50,porosity_cosby_95,porosity_hypres,porosity_hypres_missing,porosity_hypres_5,porosity_hypres_50,porosity_hypres_95,conductivity_cosby,conductivity_cosby_missing,conductivity_cosby_5,conductivity_cosby_50,conductivity_cosby_95,conductivity_hypres,conductivity_hypres_missing,conductivity_hypres_5,conductivity_hypres_50,conductivity_hypres_95,root_depth,root_depth_missing,root_depth_5,root_depth_50,root_depth_95,soil_depth_pelletier,soil_depth_pelletier_missing,soil_depth_pelletier_5,soil_depth_pelletier_50,soil_depth_pelletier_95
27071,45.16,0.00,31.30,0.00,23.55,0.00,3.28,0.00,1.29,0.00,0.28,1.35,1.67,106.71,0.00,57.53,108.92,235.65,43.22,0.00,38.07,43.82,44.86,47.81,0.00,33.00,47.00,81.00,1.35,0.00,1.02,1.34,6.29,1.34,0.00,1.10,1.34,3.13,1.21,0.00,0.50,1.30,1.30,18.32,0.00,1.00,1.00,50.00
27073,60.48,0.00,18.63,0.00,20.89,0.00,0.66,0.00,1.46,0.00,1.38,1.45,1.55,75.80,0.00,NaN,92.67,92.67,41.14,0.00,38.46,40.63,43.73,41.76,0.00,34.33,42.00,44.20,2.28,0.00,1.36,2.57,3.93,1.57,0.00,1.38,1.52,2.05,1.05,0.00,0.50,1.30,1.30,9.68,0.00,1.00,1.00,50.00
27077,42.68,0.00,34.30,0.00,23.02,0.00,0.67,0.00,1.40,0.00,1.35,1.38,1.55,90.58,0.00,36.11,108.92,112.23,43.59,0.00,39.80,43.82,44.86,44.49,0.00,38.00,45.00,47.00,1.38,0.00,1.02,1.38,3.90,1.32,0.00,1.10,1.34,1.96,1.08,0.00,0.50,1.30,1.30,1.15,0.00,1.00,1.00,1.00
27079,51.20,0.00,27.32,0.00,21.48,0.00,3.76,0.00,1.32,0.00,0.28,1.38,1.67,88.89,0.00,34.18,105.45,235.65,42.43,0.00,38.14,43.64,45.95,46.60,0.00,33.00,45.00,81.00,1.52,0.00,0.50,1.38,6.29,1.44,0.00,0.57,1.47,3.13,0.95,0.00,0.50,1.30,1.30,2.05,0.00,1.00,1.00,2.00
27080,40.64,0.20,35.06,0.20,24.29,0.20,1.81,0.20,1.33,0.20,1.17,1.38,1.42,102.87,0.20,57.53,108.92,112.23,43.83,0.20,43.55,43.82,44.86,46.85,0.20,43.00,45.00,50.00,1.32,0.20,1.02,1.38,2.24,1.34,0.20,1.10,1.34,1.61,1.18,0.20,0.50,1.30,1.30,1.89,0.00,1.00,1.00,4.00
27084,42.01,0.00,34.03,0.00,23.96,0.00,3.26,0.00,1.28,0.00,0.28,1.38,1.42,103.71,0.00,47.98,108.92,235.65,43.65,0.00,41.84,43.82,44.08,48.09,0.00,40.17,45.00,81.00,1.38,0.00,1.15,1.38,1.64,1.45,0.00,1.34,1.39,3.13,1.12,0.00,0.30,1.30,1.30,1.06,0.00,1.00,1.00,2.00
27087,51.86,0.11,26.79,0.11,21.34,0.11,2.98,0.11,1.36,0.11,0.28,1.41,1.73,82.80,0.11,34.18,92.67,221.88,42.34,0.11,38.14,43.73,44.54,44.99,0.11,32.00,43.00,81.00,1.65,0.11,1.15,1.43,6.47,1.45,0.11,1.10,1.52,3.13,0.92,0.11,0.30,1.30,1.30,13.96,0.00,1.00,1.00,50.00
27089,39.19,0.16,35.24,0.16,25.56,0.16,3.50,0.16,1.24,0.16,0.28,1.35,1.43,106.78,0.16,43.33,108.31,235.65,43.99,0.16,42.80,44.08,44.86,49.56,0.16,42.00,47.00,81.00,1.23,0.16,1.02,1.21,2.24,1.35,0.16,1.10,1.39,3.13,1.14,0.16,0.50,1.30,1.30,2.07,0.00,1.00,1.00,4.00
27090,42.76,0.00,34.68,0.00,22.56,0.00,7.32,0.00,1.12,0.00,0.28,1.22,1.43,118.80,0.00,49.67,108.31,235.65,43.59,0.00,42.65,43.82,44.86,53.19,0.00,42.00,50.00,81.00,1.37,0.00,1.02,1.38,2.24,1.53,0.00,1.10,1.39,3.13,1.10,0.00,0.30,1.30,1.30,1.51,0.00,1.00,1.00,2.00
28001,63.16,4.74,20.03,4.74,16.81,4.74,6.41,4.74,1.34,4.74,0.28,1.55,1.73,82.82,4.74,36.11,43.10,235.65,40.91,4.74,38.07,39.80,45.57,45.37,4.74,32.00,38.00,81.00,1.93,4.74,0.52,3.90,6.73,1.61,4.74,0.53,1.80,3.13,0.68,4.74,0.30,0.50,1.30,1.00,0.00,1.00,1.00,1.00
28003,65.96,0.00,16.69,0.00,17.35,0.00,0.39,0.00,1.50,0.00,1.35,1.47,1.70,84.14,0.00,63.88,82.82,112.23,40.49,0.00,37.68,40.22,44.86,39.92,0.00,32.00,41.00,47.00,2.49,0.00,1.02,2.97,6.93,1.50,0.00,1.10,1.57,1.84,1.29,0.00,1.30,1.30,1.30,4.31,0.00,1.00,1.00,32.00
28008,40.88,0.00,34.01,0.00,25.10,0.00,1.53,0.00,1.33,0.00,1.22,1.38,1.42,86.33,0.00,44.86,108.31,112.23,43.77,0.00,43.15,43.82,44.86,46.78,0.00,44.00,45.00,50.00,1.34,0.00,1.02,1.38,1.59,1.40,0.00,1.10,1.39,1.93,0.99,0.00,0.50,1.30,1.30,1.16,0.00,1.00,1.00,2.00
28009,45.78,0.12,28.34,0.12,25.87,0.12,0.78,0.12,1.39,0.12,1.22,1.36,1.70,92.37,0.12,44.86,105.45,112.23,43.04,0.12,37.68,43.83,45.95,44.78,0.12,32.00,46.00,53.00,1.26,0.12,0.50,1.37,6.93,1.17,0.12,0.57,1.34,1.84,1.19,0.11,0.50,1.30,1.30,3.69,0.00,1.00,1.00,25.00
28012,52.00,0.00,25.85,0.00,22.15,0.00,0.42,0.00,1.43,0.00,1.35,1.38,1.70,95.89,0.00,63.88,108.92,112.23,42.30,0.00,37.68,43.82,44.86,43.00,0.00,32.00,45.00,47.00,1.60,0.00,1.02,1.38,6.93,1.33,0.00,1.10,1.34,1.67,1.29,0.00,1.30,1.30,1.30,9.21,0.00,1.00,1.00,46.00
28015,67.06,0.00,18.33,0.00,14.61,0.00,0.76,0.00,1.54,0.00,1.35,1.65,1.74,75.49,0.00,44.86,63.88,112.23,40.44,0.00,37.68,37.89,44.86,38.57,0.00,32.00,34.00,47.00,2.35,0.00,1.02,6.46,6.93,1.50,0.00,1.10,1.64,1.90,1.18,0.00,0.50,1.30,1.30,6.61,0.00,1.00,1.00,50.00
28018,42.02,0.00,33.67,0.00,24.30,0.00,1.42,0.00,1.35,0.00,1.22,1.38,1.47,93.17,0.00,46.68,108.31,112.23,43.63,0.00,40.22,43.82,44.86,46.22,0.00,41.00,45.00,50.00,1.37,0.00,1.02,1.38,2.97,1.36,0.00,1.10,1.37,1.65,1.10,0.00,0.50,1.30,1.30,1.20,0.00,1.00,1.00,2.00
28022,45.47,0.11,28.39,0.11,26.13,0.11,0.76,0.11,1.39,0.11,1.22,1.36,1.70,92.67,0.11,44.86,105.45,112.23,43.08,0.11,37.68,43.97,45.95,44.84,0.11,32.00,46.00,52.00,1.24,0.11,0.50,1.37,6.93,1.16,0.11,0.57,1.34,1.85,1.19,0.10,0.50,1.30,1.30,4.64,0.00,1.00,1.00,38.00
28023,44.48,0.00,32.19,0.00,23.33,0.00,1.10,0.00,1.38,0.00,1.25,1.39,1.55,51.79,0.00,43.10,44.86,74.06,43.32,0.00,39.80,43.63,44.08,44.48,0.00,38.00,44.00,49.00,1.49,0.00,1.34,1.43,3.90,1.54,0.00,1.37,1.51,1.93,0.56,0.00,0.30,0.50,0.70,1.04,0.00,1.00,1.00,1.00
28024,28.40,0.00,29.92,0.00,41.67,0.00,0.58,0.00,1.29,0.00,1.22,1.23,1.36,99.07,0.00,78.22,105.45,112.23,44.92,0.00,44.10,45.12,46.04,49.59,0.00,46.00,52.00,53.00,0.68,0.00,0.50,0.54,1.21,0.72,0.00,0.49,0.60,1.26,1.27,0.00,1.30,1.30,1.30,1.20,0.00,1.00,1.00,2.00
28026,36.40,0.00,29.58,0.00,34.02,0.00,0.55,0.00,1.34,0.00,1.22,1.36,1.47,99.42,0.00,57.53,105.45,112.23,44.07,0.00,40.22,44.10,46.04,47.28,0.00,41.00,46.00,53.00,0.90,0.00,0.50,1.21,2.97,0.89,0.00,0.49,1.26,1.57,1.27,0.00,0.70,1.30,1.30,1.28,0.00,1.00,1.00,3.00
28031,40.45,0.00,33.85,0.00,25.70,0.00,2.53,0.00,1.27,0.00,1.17,1.36,1.39,100.36,0.00,44.86,108.31,108.92,43.81,0.00,43.15,43.82,44.08,48.59,0.00,44.00,46.00,50.00,1.32,0.00,1.21,1.37,1.43,1.43,0.00,1.34,1.39,1.93,1.13,0.00,0.50,1.30,1.30,1.05,0.00,1.00,1.00,2.00
28033,43.18,0.00,33.93,0.00,22.89,0.00,2.54,0.00,1.23,0.00,0.43,1.22,1.55,97.91,0.00,36.11,108.31,108.31,43.52,0.00,39.80,44.08,44.08,49.47,0.00,38.00,50.00,50.00,1.40,0.00,1.21,1.21,3.90,1.48,0.00,1.39,1.39,1.96,1.11,0.00,0.50,1.30,1.30,1.00,0.00,1.00,1.00,1.00
28039,44.09,0.00,30.60,0.00,25.31,0.00,0.44,0.00,1.39,0.00,1.35,1.36,1.53,102.43,0.00,46.68,110.92,112.23,43.30,0.00,39.88,44.10,44.86,44.88,0.00,39.00,46.00,47.00,1.36,0.00,1.02,1.21,3.67,1.29,0.00,1.10,1.26,1.84,1.27,0.00,0.70,1.30,1.30,1.00,0.00,1.00,1.00,1.00
28040,38.43,0.00,35.63,0.00,25.93,0.00,0.50,0.00,1.37,0.00,1.35,1.36,1.47,106.67,0.00,82.82,110.92,112.23,44.08,0.00,40.22,44.10,44.86,45.74,0.00,41.00,46.00,47.00,1.21,0.00,1.02,1.21,2.97,1.22,0.00,1.10,1.26,1.57,1.27,0.00,1.30,1.30,1.30,1.44,0.00,1.00,1.00,2.00
28043,56.58,1.74,24.54,1.74,18.88,1.74,3.71,1.74,1.38,1.74,0.28,1.41,1.73,78.56,1.74,34.39,57.39,235.65,41.77,1.74,38.07,43.55,45.57,44.37,1.74,32.00,44.00,81.00,1.76,1.74,1.02,1.57,6.73,1.53,1.74,1.10,1.70,3.13,0.78,1.74,0.30,0.70,1.30,1.05,0.00,1.00,1.00,1.00
28044,49.13,0.00,30.24,0.00,20.62,0.00,0.63,0.00,1.44,0.00,1.35,1.39,1.70,58.36,0.00,44.86,44.86,112.23,42.76,0.00,37.68,43.73,44.86,42.33,0.00,32.00,44.00,47.00,1.58,0.00,1.02,1.43,6.93,1.51,0.00,1.10,1.58,1.90,0.77,0.00,0.50,0.50,1.30,1.19,0.00,1.00,1.00,2.00
28046,42.00,0.00,32.02,0.00,25.98,0.00,1.02,0.00,1.33,0.00,1.22,1.36,1.39,71.23,0.00,43.42,58.29,108.92,43.57,0.00,43.15,43.72,44.08,46.44,0.00,44.00,46.00,50.00,1.37,0.00,1.21,1.37,1.57,1.44,0.00,1.34,1.39,1.69,0.83,0.00,0.50,0.70,1.30,1.06,0.00,1.00,1.00,2.00
28048,41.37,0.00,34.63,0.00,24.00,0.00,0.61,0.00,1.39,0.00,1.35,1.38,1.55,98.25,0.00,36.11,108.92,112.23,43.74,0.00,39.80,43.82,44.86,44.86,0.00,38.00,45.00,47.00,1.33,0.00,1.02,1.38,3.90,1.30,0.00,1.10,1.34,1.70,1.18,0.00,0.50,1.30,1.30,1.08,0.00,1.00,1.00,2.00
28050,48.63,0.00,28.29,0.00,23.08,0.00,1.45,0.00,1.40,0.00,1.23,1.39,1.70,71.59,0.00,44.86,63.19,112.23,42.74,0.00,37.68,43.73,45.95,43.96,0.00,32.00,44.00,52.00,1.42,0.00,0.50,1.43,6.93,1.37,0.00,0.57,1.58,1.90,0.91,0.00,0.50,1.30,1.30,22.07,0.00,1.00,20.00,50.00
28052,54.26,0.00,24.40,0.00,21.34,0.00,0.41,0.00,1.45,0.00,1.35,1.36,1.70,94.18,0.00,63.88,110.92,112.23,42.01,0.00,37.68,44.10,44.86,42.40,0.00,32.00,46.00,47.00,1.67,0.00,1.02,1.21,6.93,1.35,0.00,1.10,1.26,1.67,1.30,0.00,1.30,1.30,1.30,7.49,0.00,1.00,1.00,30.00
28055,41.55,0.00,34.18,0.00,24.27,0.00,0.68,0.00,1.39,0.00,1.25,1.38,1.47,91.21,0.00,41.19,108.92,112.23,43.70,0.00,39.83,43.82,44.86,44.93,0.00,38.19,45.00,49.00,1.31,0.00,1.02,1.38,2.88,1.29,0.00,1.10,1.34,1.93,1.10,0.00,0.50,1.30,1.30,0.96,0.00,1.00,1.00,1.00
28056,41.02,0.00,29.43,0.00,29.54,0.00,0.47,0.00,1.36,0.00,1.23,1.36,1.47,100.12,0.00,75.37,110.92,112.23,43.58,0.00,40.22,44.10,46.04,45.98,0.00,41.00,46.00,52.00,1.11,0.00,0.50,1.21,2.97,1.09,0.00,0.60,1.26,1.57,1.30,0.00,1.30,1.30,1.30,1.11,0.00,1.00,1.00,2.00
28060,68.15,0.00,17.45,0.00,14.39,0.00,0.42,0.00,1.55,0.00,1.35,1.53,1.70,79.03,0.00,46.68,63.88,112.23,40.29,0.00,37.68,39.88,44.86,38.25,0.00,32.00,39.00,47.00,2.46,0.00,1.02,3.67,6.93,1.50,0.00,1.10,1.67,1.90,1.24,0.00,0.70,1.30,1.30,1.08,0.00,1.00,1.00,2.00
28066,60.05,0.00,20.10,0.00,19.85,0.00,0.39,0.00,1.47,0.00,1.35,1.47,1.70,89.46,0.00,63.88,82.82,112.23,41.24,0.00,37.68,40.22,44.86,41.29,0.00,32.00,41.00,47.00,2.02,0.00,1.02,2.97,6.93,1.43,0.00,1.10,1.57,1.67,1.30,0.00,1.30,1.30,1.30,1.11,0.00,1.00,1.00,2.00
28067,47.55,0.51,29.66,0.51,22.79,0.51,1.60,0.51,1.39,0.51,1.23,1.38,1.73,78.52,0.51,36.11,58.29,112.23,42.90,0.51,38.14,43.73,45.57,44.54,0.51,32.00,45.00,52.00,1.45,0.51,1.02,1.38,6.47,1.39,0.51,1.10,1.42,2.06,0.89,0.51,0.30,0.70,1.30,1.50,0.00,1.00,1.00,2.00
28072,55.31,0.00,25.11,0.00,19.57,0.00,0.42,0.00,1.48,0.00,1.35,1.36,1.70,93.09,0.00,63.19,110.92,112.23,41.92,0.00,37.68,44.10,44.86,41.31,0.00,32.00,46.00,47.00,1.66,0.00,1.02,1.21,6.93,1.35,0.00,1.10,1.26,1.80,1.28,0.00,1.30,1.30,1.30,1.54,0.00,1.00,1.00,3.00
28074,32.01,0.00,29.82,0.00,38.17,0.00,0.55,0.00,1.31,0.00,1.22,1.35,1.47,99.29,0.00,81.38,105.45,112.23,44.54,0.00,40.22,44.86,46.04,48.55,0.00,41.00,47.00,53.00,0.77,0.00,0.50,1.02,2.97,0.79,0.00,0.49,1.10,1.57,1.28,0.00,1.30,1.30,1.30,1.44,0.00,1.00,1.00,3.00
28080,60.70,0.00,19.84,0.00,19.46,0.00,0.40,0.00,1.47,0.00,1.35,1.47,1.70,88.57,0.00,63.88,82.82,112.23,41.16,0.00,37.68,40.22,44.86,41.18,0.00,32.00,41.00,47.00,2.08,0.00,1.02,2.97,6.93,1.44,0.00,1.10,1.57,1.67,1.29,0.00,1.30,1.30,1.30,2.78,0.00,1.00,1.00,5.00
28081,68.25,0.00,14.65,0.00,17.10,0.00,0.37,0.00,1.51,0.00,1.35,1.47,1.70,81.77,0.00,63.19,82.82,112.23,40.18,0.00,37.68,40.22,44.86,39.63,0.00,32.00,41.00,47.00,2.74,0.00,1.02,2.97,6.93,1.53,0.00,1.10,1.57,1.90,1.29,0.00,1.30,1.30,1.30,8.45,0.00,1.00,1.00,48.00
28082,40.10,0.00,26.12,0.00,33.77,0.00,0.50,0.00,1.35,0.00,1.22,1.35,1.51,96.19,0.00,79.09,98.08,112.23,43.56,0.00,40.07,44.86,46.04,46.71,0.00,40.00,47.00,53.00,0.91,0.00,0.50,1.02,3.42,0.87,0.00,0.49,1.10,1.64,1.30,0.00,1.30,1.30,1.30,1.23,0.00,1.00,1.00,2.00
28085,48.35,0.57,29.17,0.57,22.48,0.57,1.73,0.57,1.39,0.57,1.22,1.38,1.73,75.12,0.57,36.11,58.29,112.23,42.80,0.57,38.14,43.65,45.57,44.44,0.57,32.00,45.00,52.00,1.47,0.57,0.52,1.38,6.47,1.40,0.57,0.62,1.47,2.06,0.84,0.57,0.30,0.70,1.30,1.12,0.00,1.00,1.00,2.00
28091,56.88,0.00,24.73,0.00,18.39,0.00,0.51,0.00,1.49,0.00,1.35,1.39,1.70,76.17,0.00,44.86,63.88,112.23,41.74,0.00,37.68,43.73,44.86,40.68,0.00,32.00,44.00,47.00,1.76,0.00,1.02,1.43,6.93,1.43,0.00,1.10,1.58,1.90,1.09,0.00,0.50,1.30,1.30,5.43,0.00,1.00,1.00,42.00
28093,31.32,0.00,29.07,0.00,39.61,0.00,0.56,0.00,1.30,0.00,1.22,1.24,1.47,98.18,0.00,81.38,103.09,112.23,44.59,0.00,40.22,45.12,46.04,48.87,0.00,41.00,51.00,53.00,0.73,0.00,0.50,0.65,2.97,0.76,0.00,0.49,0.74,1.57,1.28,0.00,1.30,1.30,1.30,1.26,0.00,1.00,1.00,3.00
28115,63.73,0.00,20.15,0.00,16.12,0.00,0.48,0.00,1.52,0.00,1.35,1.47,1.70,70.32,0.00,44.86,63.88,112.23,40.85,0.00,37.68,40.22,44.86,39.32,0.00,32.00,41.00,47.00,2.25,0.00,1.02,2.97,6.93,1.54,0.00,1.10,1.58,1.90,1.09,0.00,0.50,1.30,1.30,1.30,0.00,1.00,1.00,2.00
28116,76.63,0.00,12.19,0.00,11.18,0.00,0.41,0.00,1.61,0.00,1.36,1.70,1.74,71.26,0.00,44.86,63.88,110.92,39.21,0.00,37.68,37.78,44.10,35.95,0.00,32.00,32.00,46.00,3.28,0.00,1.21,6.80,6.93,1.54,0.00,1.26,1.67,1.90,1.26,0.00,0.50,1.30,1.30,1.18,0.00,1.00,1.00,2.00
28117,50.86,0.80,27.84,0.80,21.30,0.80,2.19,0.80,1.39,0.80,1.13,1.38,1.73,67.58,0.80,36.11,57.18,112.23,42.49,0.80,38.14,43.63,44.86,44.26,0.80,32.00,44.00,55.00,1.60,0.80,1.03,1.43,6.47,1.50,0.80,1.11,1.53,2.44,0.72,0.80,0.30,0.70,1.30,1.10,0.00,1.00,1.00,2.00
29002,46.13,0.00,33.51,0.00,20.36,0.00,1.02,0.00,1.43,0.00,1.35,1.39,1.70,67.75,0.00,44.86,48.17,112.23,43.19,0.00,37.68,44.10,44.86,42.54,0.00,32.00,44.00,47.00,1.48,0.00,1.02,1.34,6.93,1.31,0.00,1.10,1.26,1.67,0.79,0.00,0.30,0.50,1.30,9.16,0.00,1.00,1.00,45.00
29003,38.81,0.00,38.13,0.00,23.06,0.00,1.12,0.00,1.39,0.00,1.35,1.39,1.41,68.35,0.00,44.86,48.17,112.23,44.13,0.00,43.73,44.10,44.86,44.34,0.00,43.00,44.00,47.00,1.31,0.00,1.02,1.34,1.43,1.27,0.00,1.10,1.26,1.58,0.71,0.00,0.30,0.50,1.30,6.73,0.00,1.00,1.00,28.00
29005,45.85,0.00,28.02,0.00,26.13,0.00,0.77,0.00,1.41,0.00,1.23,1.36,1.71,99.27,0.00,63.30,110.92,112.23,43.02,0.00,37.68,44.10,45.95,44.24,0.00,32.00,46.00,52.00,1.17,0.00,0.50,1.21,6.82,1.07,0.00,0.57,1.25,1.67,1.27,0.00,1.30,1.30,1.30,16.20,0.00,1.00,1.00,50.00
29009,28.37,0.00,34.60,0.00,37.02,0.00,0.65,0.00,1.31,0.00,1.23,1.35,1.40,89.27,0.00,52.50,82.15,112.23,45.10,0.00,43.72,44.86,46.04,48.61,0.00,44.00,47.00,52.00,0.73,0.00,0.50,1.02,1.47,0.86,0.00,0.60,1.10,1.92,1.14,0.00,0.30,1.30,1.30,27.05,0.00,1.00,50.00,50.00
30001,33.16,0.00,30.25,0.00,36.60,0.00,0.70,0.00,1.32,0.00,1.22,1.35,1.55,85.65,0.00,35.13,82.15,112.23,44.44,0.00,39.10,44.86,46.04,47.96,0.00,38.00,47.00,53.00,0.79,0.00,0.50,1.02,4.42,0.86,0.00,0.49,1.10,2.14,1.08,0.00,0.30,1.30,1.30,4.44,0.00,1.00,1.00,46.00
30004,81.91,0.00,9.40,0.00,8.69,0.00,0.42,0.00,1.63,0.00,1.51,1.70,1.70,64.99,0.00,34.18,63.88,79.09,38.55,0.00,37.68,37.68,40.10,34.95,0.00,32.00,32.00,40.00,5.10,0.00,3.42,6.93,6.93,1.72,0.00,1.64,1.67,2.05,1.20,0.00,0.50,1.30,1.30,3.23,0.00,1.00,1.00,17.00
30005,28.37,0.00,29.24,0.00,42.39,0.00,0.77,0.00,1.28,0.00,1.22,1.26,1.40,79.50,0.00,52.50,81.38,98.08,44.90,0.00,43.72,45.12,46.04,49.73,0.00,44.00,51.00,53.00,0.69,0.00,0.50,0.65,1.47,0.76,0.00,0.49,0.80,1.92,1.07,0.00,0.30,1.30,1.30,1.13,0.00,1.00,1.00,2.00
30011,49.56,0.00,24.49,0.00,25.94,0.00,0.67,0.00,1.42,0.00,1.23,1.41,1.65,84.29,0.00,48.17,91.03,112.23,42.50,0.00,37.78,44.10,46.04,43.29,0.00,34.00,43.00,52.00,1.15,0.00,0.50,1.34,6.46,1.05,0.00,0.57,1.26,1.90,1.15,0.00,0.30,1.30,1.30,8.76,0.00,1.00,1.00,50.00
30012,45.18,0.00,29.58,0.00,25.23,0.00,0.51,0.00,1.40,0.00,1.23,1.36,1.55,90.47,0.00,34.18,105.45,112.23,43.15,0.00,39.05,44.10,44.86,44.42,0.00,38.00,46.00,51.00,1.29,0.00,0.55,1.21,3.98,1.23,0.00,0.57,1.26,2.05,1.14,0.00,0.50,1.30,1.30,6.70,0.00,1.00,1.00,45.00
30014,23.38,0.00,28.16,0.00,48.46,0.00,0.68,0.00,1.25,0.00,1.22,1.23,1.38,90.35,0.00,82.15,97.33,107.46,45.39,0.00,43.74,45.12,46.04,51.33,0.00,45.00,52.00,53.00,0.57,0.00,0.50,0.54,1.39,0.60,0.00,0.49,0.60,1.36,1.28,0.00,1.30,1.30,1.30,8.08,0.00,1.00,1.00,38.00
30015,30.14,0.00,31.36,0.00,38.50,0.00,0.82,0.00,1.30,0.00,1.23,1.26,1.40,72.54,0.00,52.50,81.38,82.15,44.79,0.00,43.72,45.21,46.01,48.83,0.00,44.00,51.00,52.00,0.77,0.00,0.50,0.65,1.47,0.97,0.00,0.60,0.80,1.92,0.99,0.00,0.30,1.30,1.30,1.08,0.00,1.00,1.00,2.00
3003,45.49,3.71,22.88,3.71,31.62,3.71,12.86,3.71,0.98,3.71,0.28,1.14,1.65,126.62,3.71,33.89,97.81,235.65,42.87,3.71,38.04,43.60,45.75,58.08,3.71,33.00,55.00,81.00,0.96,3.71,0.52,1.15,6.21,1.12,3.71,0.53,2.10,3.13,1.04,3.23,0.30,1.30,1.30,1.01,0.00,0.00,1.00,1.00
31002,26.75,0.00,31.06,0.00,42.20,0.00,0.73,0.00,1.28,0.00,1.22,1.23,1.40,81.41,0.00,52.50,82.15,110.92,45.14,0.00,43.72,45.33,46.04,49.62,0.00,44.00,52.00,53.00,0.65,0.00,0.50,0.54,1.47,0.75,0.00,0.49,0.60,1.92,1.07,0.00,0.30,1.30,1.30,5.10,0.00,1.00,1.00,50.00
31006,30.25,6.03,32.08,6.03,37.67,6.03,0.72,6.03,1.31,6.03,1.22,1.35,NaN,83.40,6.03,52.50,82.15,NaN,44.81,6.03,43.72,45.12,NaN,48.44,6.03,44.00,51.00,NaN,0.74,6.03,0.50,1.02,NaN,0.85,6.03,0.49,1.10,NaN,1.02,6.03,0.30,1.30,NaN,1.14,0.00,1.00,1.00,2.00
31010,40.28,0.00,28.85,0.00,30.88,0.00,0.65,0.00,1.37,0.00,1.23,1.36,1.55,77.78,0.00,35.13,82.53,112.23,43.64,0.00,39.10,44.10,46.04,45.87,0.00,38.00,46.00,52.00,0.95,0.00,0.50,1.21,4.42,1.02,0.00,0.57,1.26,2.27,0.93,0.00,0.30,1.30,1.30,1.04,0.00,1.00,1.00,1.00
31021,26.99,0.00,32.48,0.00,40.52,0.00,0.56,0.00,1.29,0.00,1.22,1.23,1.36,104.03,0.00,82.15,105.45,112.23,45.17,0.00,44.10,45.12,46.04,49.43,0.00,46.00,52.00,53.00,0.69,0.00,0.50,0.54,1.21,0.75,0.00,0.49,0.60,1.26,1.30,0.00,1.30,1.30,1.30,1.19,0.00,1.00,1.00,2.00
31023,22.02,0.00,26.66,0.00,51.31,0.00,0.66,0.00,1.24,0.00,1.22,1.23,1.26,94.05,0.00,56.43,98.08,105.45,45.47,0.00,45.12,45.17,46.01,52.02,0.00,44.95,52.00,53.00,0.54,0.00,NaN,0.54,0.64,0.57,0.00,0.49,0.57,0.77,1.26,0.00,1.30,1.30,1.30,1.00,0.00,1.00,1.00,1.00
31025,30.35,0.00,30.47,0.00,39.18,0.00,0.53,0.00,1.30,0.00,1.22,1.35,1.36,106.37,0.00,98.08,110.92,112.23,44.74,0.00,44.10,44.86,45.95,49.06,0.00,46.00,47.00,53.00,0.76,0.00,0.50,1.02,1.21,0.76,0.00,0.49,1.10,1.26,1.30,0.00,1.30,1.30,1.30,1.00,0.00,1.00,1.00,1.00
32003,22.76,0.00,28.02,0.00,49.22,0.00,0.66,0.00,1.24,0.00,1.22,1.23,1.35,88.85,0.00,75.37,82.15,110.92,45.44,0.00,44.35,45.95,46.04,51.41,0.00,47.00,52.00,53.00,0.57,0.00,0.50,0.50,1.02,0.62,0.00,0.49,0.60,1.13,1.29,0.00,1.30,1.30,1.30,1.10,0.00,1.00,1.00,2.00
32004,36.99,0.00,27.20,0.00,35.81,0.00,0.61,0.00,1.34,0.00,1.23,1.35,1.55,76.58,0.00,35.13,82.15,112.23,43.92,0.00,39.10,44.62,46.04,47.13,0.00,38.00,47.00,52.00,0.82,0.00,0.50,1.02,4.42,0.86,0.00,0.56,1.10,2.27,1.03,0.00,0.50,1.30,1.30,1.12,0.00,1.00,1.00,2.00
32006,33.36,0.00,33.92,0.00,32.72,0.00,0.50,0.00,1.33,0.00,1.23,1.35,1.46,106.23,0.00,82.15,110.92,112.23,44.55,0.00,40.21,44.86,46.04,47.41,0.00,41.00,47.00,52.00,0.90,0.00,0.50,1.02,2.85,0.97,0.00,0.57,1.10,1.53,1.30,0.00,1.30,1.30,1.30,1.08,0.00,1.00,1.00,2.00
32008,37.52,0.00,34.31,0.00,28.16,0.00,0.45,0.00,1.36,0.00,1.35,1.35,1.46,109.62,0.00,95.00,110.92,112.23,44.13,0.00,40.21,44.86,44.86,46.20,0.00,41.00,47.00,47.00,1.11,0.00,1.02,1.02,2.85,1.15,0.00,1.10,1.10,1.53,1.30,0.00,1.30,1.30,1.30,1.04,0.00,1.00,1.00,1.00
33006,65.66,0.00,18.92,0.00,15.41,0.00,0.80,0.00,1.50,0.00,1.35,1.46,1.70,83.30,0.00,63.19,68.44,112.23,40.61,0.00,37.68,39.41,44.86,39.82,0.00,32.00,41.00,47.00,2.27,0.00,1.02,4.63,6.93,1.53,0.00,1.10,1.53,2.81,1.25,0.00,0.70,1.30,1.30,4.88,0.00,1.00,1.00,29.00
